"lagoslakeid","UID","mercury","atrazine","microcystin","ecoli","chla","tp","tn","secchi","DOC","conductivity","lake_huc12","neon_zoneid","lake_lon_decdeg","lake_lat_decdeg","lake_shorelinedevfactor","ws_zoneid","ws_area_ha","value.soil_clay_pct","value.soil_depthtobedrock_cm","value.soil_kffact","value.soil_orgcarbon_gperkg","nlcd_devsum_pct","ag_total","value.runoff_inperyr","P_Ag_Buffered","DMR_Metals_TWPE_lb_eq_yr","DMR_Organic_Enrichment_Disch","Number_of_CSOs","SNFA_MEAN","PIMPV","Manure_P_kg_ha","HUC12_Pop","lake_waterarea_ha"
390321,2011241,0.0209,0,0,1,10.4,20.0075,0.698,0.9,10.1,319.9,111003030203,10,-97.27022989,35.83083491,2.875856515,390321,942.9566,15.08399351,3840.564188,0.2961248368,199.3397919,1.593967739,0.8113009449,4.020716809,72.40476883,0,0,0,3.614489317,0.3334373051,0.1446079046,1299.035487,12.25650059
390644,2010456,0.0413,0,0,0,63.29,242.355,1.285,0.29,5.72,268.9,111101040303,7,-94.98462735,35.4519357,3.326747395,390644,9309.549,16.22160523,2715.958037,0.3020050867,110.1604935,5.019723103,23.93553252,14.04834343,52.16253272,0,0,0,5.88193512,0.5009786736,0.4296363746,602.2174222,188.2987718
390652,2010387,0.124,0,0,1,26.4,224.39375,0.978,0.85,7.16,52.3,111102070403,7,-92.11248595,34.76588423,2.606169087,390652,124.5025,21.20518359,7349.280778,0.3877753834,60.68538517,11.80705544,70.98632109,18.0373618,60.46935655,0,597.4817708,0,16.85318375,7.108881944,0.4540616168,5886.504475,63.21170607
393137,2010214,0.1478,0.03,0,3.1,23.89,40.31875,0.631,0.8,10.35,28.4,111102070303,7,-92.27652334,34.53779908,2.271323776,393137,3850.47,12.56932133,1356.007997,0.3210527104,65.60285634,7.229169101,2.734603249,17.36572321,70.21874618,0.1815135682,83.48,0,2.569284201,1.688747708,0.07480500206,2834.446854,170.9723604
393187,2010877,0.108,0.03,0.145,0,21.6,40.3925,0.525,0.9,7.43,38,111101050402,7,-95.3477778,34.97656971,1.750658533,393187,1324.571,15.62177222,2661.274055,0.3602242599,73.78064691,1.012503398,0,14.59695349,99.03846154,0,0,0,1.553994417,0.7720802942,0.04169124427,458.1482224,11.07742487
393503,2010425,0.0152,0.22,0,1,68.04,108.57875,1.274,0.41,4.14,364.2,111101040609,7,-94.5441418,35.31404729,4.201001713,393503,374.1764,14.79792871,3206.564547,0.3199999928,73.41787091,2.43256262,83.38150289,15.23229453,66.03202457,0,0,0,11.01843643,0.573749944,3.988748548,786.9062355,48.05867586
394542,2010242,0.0247,0.1,0,4.1,117.6,250.3025,1.536,0.2,5.92,608.5,111203030201,10,-99.07536453,35.17764804,3.092694121,394542,14678.79,17.79274802,1101.262542,0.2734248483,32.86968433,8.061064958,74.18166212,1.303693805,57.04795247,0,0,0,28.64060402,1.256899637,0.06301294861,1012.96575,153.8250743
396113,2011426,0.0315,0.05,0,1,3.38,17.7675,0.585,2.7,6.98,309.6,111303030101,10,-97.74939027,35.07543925,3.154713091,396113,171.8305,20.06436421,1398.878074,0.349999994,169.2307692,9.05285191,0,3.022246905,72.18457102,0,0,0,7.133573532,0.419704114,0.3233688445,1380.078378,10.80969565
396235,2010361,0.0285,0,0,0,16.64,28.91,0.595,0.69,4.1,248.4,111303030706,10,-97.17120965,34.28511214,3.845825636,396235,4296.31,21.19463073,1670.691066,0.3337410461,123.0708075,5.635130042,23.6650333,3.625224388,64.08902839,0,0,0,17.34840012,0.7454021869,0.04128613365,1232.666102,185.8339623
397158,2010867,0.0107,0.03,0.117,0,5.44,26.8484,0.763,0.6,6.82,2666.7,111301050109,10,-99.74933091,34.10758397,2.335458883,397158,1691.133,24.19456267,588.766014,0.3312023862,65.81778038,1.383273037,8.171951479,0.5892922474,94.87211635,0,0,0,1.829026103,0.138374647,0.02063533019,15.33176686,19.57720533
397906,2010546,0.0342,0,0,0,12.94,99.7275,0.593,1.1,5.88,409.9,111302090304,10,-98.38000207,33.70483187,6.345865883,397906,134345.6,26.88315423,978.9369015,0.3342161197,53.19529037,2.219777835,12.63235533,1.58023197,75.44124587,0,0,0,2.699539185,0.4877680795,0.193805007,608.7819705,5577.446848
399552,2010301,0.0222,0.05,9.94,0,25.12,571.2225,1.484,0.6,11.41,714.4,111303020201,10,-99.29076657,35.44512663,1.731914001,399552,1368.909,16.11807245,691.1556111,0.2300000042,39.50851358,6.153441588,53.52705279,1.144044634,63.57232838,0,0,0,14.73223114,0.336073041,0.03577229018,305.951686,9.308564601
399996,2010359,0.0281,0,0,0,1.61,12.93125,0.611,2.38,7.6,337.4,111303030202,10,-97.77357622,34.72883095,2.958884927,399996,716.3554,17.94501761,1622.028435,0.3079214821,189.6513588,2.62959235,0.5787619527,2.945788464,84.83000457,0,0,0,11.13117886,0.4307924004,0.3414919495,230.1329596,10.24462548
401198,2011403,0.0318,0,0,5.2,48.33,204.995,1.054,0.2,6.98,226,111401040306,7,-96.0694247,34.17158664,1.342335672,401198,93.17837,21.00478011,2028.048757,0.3195411018,97.17973231,0,2.198852773,11.3426997,94.11764706,0,0,0,5.560436249,0.09697589366,0.01600855736,203.977409,4.572723884
402892,2010249,0.0294,0,0,6.3,18.36,108.145,0.854,0.31,5.59,88,111402010201,7,-94.12545515,33.51639155,2.756353467,402892,216.0636,16.06560207,1593.331463,0.3216548648,66.0060423,5.835764902,51.60483535,14.15491028,37.695688,0,4391.1,0,15.41460133,6.641218227,1.369710096,10417.80623,15.42187346
402922,2010238,0.037,0,0,38.9,5.33,88.12,0.715,0.65,10.28,75.4,111403060409,7,-94.04516076,32.82877357,5.196960593,402922,76499.05,12.54858004,1664.92978,0.2496384698,62.42849613,3.789696102,11.14367362,11.05845443,94.90291262,0,0,0,2.605610132,1.708611421,0.01318712859,2814.052574,22.00811335
404579,2010551,0.0839,0,0,0,7.08,21.03125,0.276,1.99,2.12,37.9,111401090406,7,-94.22881534,34.21529641,5.698045941,404579,70267.55,13.67056249,1796.676913,0.3677023509,72.15276034,4.404017997,4.330758581,22.17844296,0,6.1924331,3514.79,0,2.71099472,0.6056233713,3.334988506,1023.19505,468.4109327
405739,2010900,0.0928,0,0.107,0,48.4,44.845,0.908,0.6,6.15,149.2,111403050402,7,-94.67215881,32.83230225,6.703410906,405739,133161.6,15.67460988,1966.377651,0.2901088798,80.63930274,8.571150485,30.21335615,10.98235079,98.046875,0,2339.38,0,5.378885746,2.190515081,0.8421811019,2366.276731,7345.958516
405745,2010373,0.088,0,0,1,20.27,38.23625,0.549,1.5,6.02,43.8,111402070701,7,-92.737353,31.3166219,4.904635106,405745,9843.527,12.77068169,1098.869463,0.3874510276,72.13741622,3.862994415,0.8135506458,18.36128161,87.6984127,0,0,0,0.7643156648,0.5427107583,0.0004434166185,1632.118838,649.2414483
407747,2010598,0.1,0,0,88.4,84.8,251.98,1.389,0.5,10.91,73.8,111402060105,7,-93.77052408,32.35130047,2.555733319,407747,162.5887,16.53820598,1832.421373,0.4028571489,60.05426357,11.46179402,34.9944629,11.16771109,70.70063694,0,134.9836526,0,1.226701617,13.95556575,0.0005247119708,18661.62558,5.10238665
409450,2010206,0.0594,0,0,0,26.27,43.31875,0.875,1.11,7.64,165.4,111401010508,7,-95.92561719,33.73521476,2.180206919,409450,2802.261,19.87065274,2554.183818,0.3383837714,90.98313003,5.171195478,21.760776,10.35072498,69.48165405,0,0,0,14.62292099,0.1175851677,0.1204164728,442.6197208,144.5196475
410079,2010939,0.058,0.03,0.115,0,55,166.4225,1.299,0.25,6.01,365.9,111402020102,7,-93.6967701,32.47068315,2.3171411,410079,150.1293,24.64734637,4512.207402,0.264625527,75.17108939,46.7345716,28.93948472,13.18136143,54.62491846,95.93959401,143557.2969,0,7.530474663,8.101188732,0.003978912975,9401.653149,23.02895607
411081,2010253,0.0492,0,2.64,1,155.6,282.59375,2.523,0.35,10.53,79.5,120100030104,10,-95.73801377,33.06712109,1.403578362,411081,879.1691,23.7649831,1487.329679,0.4035887678,68.3013011,4.415531196,83.05501486,10.75755549,56.09527967,0,684.25,0,20.23815727,0.9798483137,3.485056965,1285.410835,14.71439903
414400,2010728,0.114,0,0.206,0,18,20.39,0.484,1.5,5.33,100.3,120200050401,10,-94.35746745,31.70819784,3.570128359,414400,1314.293,14.08076212,1386.030712,0.2653763961,69.34842884,5.002737476,11.0799343,11.85467603,0,0,0,0,6.659021378,0.5908713098,6.6732677,703.7261974,179.7960177
414545,2010936,0.228,0.03,0,34.1,29.84,37.34125,0.766,0.9,6.92,70.5,120200010504,10,-95.49358549,31.75734501,1.419437759,414545,127.3812,12.16101695,1815.670198,0.2700000107,78.70268362,4.237288136,0.918079096,8.233907964,85.66235864,0,0,0,3.928741217,0.9868872951,0.1412914597,2094.081279,4.377809689
415369,2010909,0.0937,0.06,0.1,0,3.4,19.43875,0.249,4.6,2.53,83.5,120200010506,10,-95.30199649,31.91040106,4.913664021,415369,8995.627,13.23940851,1955.370942,0.2949715389,81.37044765,13.80407698,29.89982687,8.21211288,95.72763685,0,0,0,13.98823166,2.988466841,1.098363003,9231.424231,485.7555342
416561,2010194,0.0536,0,0,9.7,13.18,53.165,0.966,1.3,7.78,95.9,120301080202,10,-96.73216766,32.05660401,1.398746351,416561,202.9134,27.3877822,457.397521,0.4088667527,61.57547587,2.346170872,64.40903054,6.140582798,76.34736241,0,0,0,6.979013443,0.4265461403,0.1040440703,934.5934358,5.767964731
417355,2010894,0.028,0.04,0.144,0,11.24,33.43375,0.62,1.5,3.61,248.5,120301080104,10,-97.03550061,32.09680306,1.316080157,417355,275.6041,38.21807466,496.5985593,0.3199999928,67.64014407,6.417812705,5.075311067,5.655888542,70.27524489,58.68835786,0,0,27.13610268,0.6613892008,1.762909823,728.3869173,4.707054268
417441,2010913,0.0241,0.04,3.155,5.2,100.8,414.22375,2.813,0.1,11.66,241.4,120301080202,10,-96.7502104,32.04509434,2.288181294,417441,1952.267,33.57009087,461.5058813,0.3853185126,45.73043037,3.800913326,42.65879422,6.140582798,76.34736241,0,0,0,6.979013443,0.4265461403,0.1040440703,934.5934358,11.12408123
417781,2010690,0.0789,0,0.242,2,94.08,464.23875,2.465,0.3,15.26,145.8,120301050506,10,-95.99881141,32.04833992,1.462425604,417781,268.929,19.0609307,2443.392367,0.4199999869,68.42283227,2.544358889,76.19685303,6.786593878,74.28134362,0,75.4,0,19.24690247,0.5847048497,0.386145213,886.2767114,4.141029096
417841,2010703,0.0739,0,0.121,1,22.88,26.145,0.45,1.2,7.98,109.2,120302010204,10,-95.89439348,32.09033915,1.746839776,417841,104.7786,14.57998289,1263.121471,0.2300000042,80.08468777,4.106073567,38.32335329,6.883557498,82.9009977,0,0,0,8.215145111,0.275809467,0.1989908799,312.3328764,5.989472169
418674,2010950,0.0352,0,0.13,3.1,29.87,79.10125,1.044,0.5,7.3,362,120301050505,10,-96.03973078,32.08168146,2.604771202,418674,16397.39,18.05830081,2439.908646,0.3716340277,78.37223713,10.36702837,57.1761813,6.775841162,64.49704142,0,0,0,22.06369591,0.801916841,0.2830086259,1483.451902,12.42635697
419426,2010189,0.0258,0.62,0.107,2419.6,22.77,134.5625,1.074,0.3,5.76,244.8,120301060402,10,-96.453085,32.94405856,1.984353402,419426,1197.839,27.51154194,2110.855009,0.3216057697,81.16528365,49.57149301,19.66621561,8.559940654,81.64665523,0.04805255126,4689.8,0,4.118120193,28.77660011,0.02322866993,56876.00594,25.09122913
419891,2010285,0.0406,0.29,0.89,2,60,86.135,0.749,0.7,3.18,261.7,120301050105,10,-96.7215574,32.83322026,2.021006194,419891,25350.59,37.07380721,814.573278,0.3191444873,71.72720696,93.6774386,1.104886068,7.823947747,23.40425532,0,0,0,0.06956070662,43.99088684,0.0002080760971,185323.5255,404.2544341
420510,2011194,0.0479,0.03,0,0,40.27,87.7375,1.265,0.7,7.58,85.2,120302020408,10,-95.90480789,30.96257887,1.84474902,420510,257.7536,16.8976182,4166.511909,0.4099999964,58.92819054,23.25418994,65.7472067,7.185963451,62.24489796,0,4248.7,0,10.97500229,4.559618247,0.4526400825,5438.777933,25.25741293
422699,2010225,0.0301,0.07,0,1,3.69,14.4525,0.495,2.5,4.7,243.9,120301020208,10,-97.61242349,32.66246305,2.589021789,422699,417.8579,27.77281595,1036.638413,0.2906696633,64.31823109,0.9014810045,0.3219575016,2.884690067,90.46302695,0,5383.648364,0,10.96026897,4.24784793,0.3934731343,6240.340136,40.94167827
425833,2010956,0.045,0,0.186,0,7.66,20.41,0.735,1,6.71,329,120402050400,2,-95.32183455,29.15869926,1.166541059,425833,3.272742,39.63157895,2585.473684,0.3400000036,72.57894737,0,3.448275862,20.8392346,49.39052147,4303.983912,688523.3816,0,4.022519588,7.087036427,0.1144791216,81318.78659,23.08421472
428781,2010969,0.0207,0,0,7.5,25,138.049,1.05,0.09,5.16,309.3,120601010205,10,-99.89700642,33.53850817,3.313924926,428781,1347.119,23.83449664,4902.232215,0.3306475041,18.64422819,0.9498327759,68.84949833,0.6113804538,72.98777675,0,0,0,4.871091366,0.1794100292,0.07216409286,10.43426424,18.66863806
429629,2010447,0.0562,0,0,0,3.78,25.395,0.65,1.9,7.84,187.9,120602010905,10,-98.31619757,32.59309501,1.836701045,429629,514.1227,21.18013291,918.1245191,0.3197743897,95.28716334,6.73312347,0.3322840154,1.845625546,84.47164948,106.6140508,0,0,6.191705227,0.3557989979,0.1697255616,1012.499439,10.61628766
431899,2010758,0.0239,0,0,3.1,2.82,16.3,0.32,2.8,4.7,179.6,120702020306,10,-97.74537622,31.14829249,1.341114955,431899,321.9197,30.69820829,859.1089026,0.3199999928,74.64417693,64.13773796,0,4.283043376,92.50720461,4.086591524,146991.6585,0,0.1200188249,2.112510715,0.01080029757,1161.274827,5.178658429
435674,2010545,0.0185,0.03,0,0,6.09,18.5575,0.368,1.8,3.83,531.6,120800020407,10,-101.1884006,32.59095005,5.829633707,435674,292257,24.51432554,2311.741976,0.2992108046,18.19909477,1.654827262,17.46797695,0.602999369,73.80224261,0,0,0,0.159048602,0.2571058609,0.003774750567,92.65915778,2890.070162
436104,2010745,0.0346,0,0.136,0,13.26,32.4225,0.77,1.4,6.38,358.5,120901070602,10,-98.62408738,31.58645666,2.026685651,436104,3064.138771,28.45939198,361.0518431,0.3166062525,54.45116757,1.91804964,2.91672786,1.031660783,95.39398553,0,105.73,0,5.650382519,0.2370330528,0.2689206109,383.097371,14.52738588
437814,2010243,0.0129,0,0.491,0,8.4,15.2925,0.533,1.8,4.1,434.6,120902010401,10,-98.38817494,30.74621206,4.864045366,437814,9706.709672,25.30516117,403.8539035,0.2408076242,68.45927893,4.9623628,0,2.728733882,80,0,0,0,0,0.4470046933,0,1264.232212,318.0792247
439586,2010943,0.0212,0,0,13.5,57.07,188.493,1.276,23.7,6.95,532.2,120903010708,10,-96.76587821,29.84255354,2.758607764,439586,520.7041033,27.57342778,2731.983587,0.3339270895,42.43158258,2.297857637,86.23013131,4.674470256,82.05904618,0,286.98,0,30.77416992,0.4465805344,1.959732665,872.3368454,13.86528122
441619,2010789,0.0298,0,0,0,2.53,14.435,0.299,3.2,3.65,330.8,121003040101,10,-98.77436126,29.82408996,2.399617725,441619,4984.339,27.75337924,1025.465066,0.2759845471,82.15415836,2.531782722,0,5.172287873,95.05119454,0,0,0,0,1.414583768,0,6581.139663,78.55129028
445160,2010368,0.0176,0.13,0,1,2.83,20.67625,0.688,23.7,6.4,1964,121102080800,10,-97.39163487,26.13925888,2.725979366,445160,45.47647,31.69033531,695.5364892,0.3493491064,67.1183432,2.564102564,38.2642998,1.776706876,40.59737894,18.07892603,17996.2083,0,21.46876526,1.998723906,0.09727516924,41238.28989,18.43525842
445448,2010355,0.0181,0.06,0.323,46.5,26.93,40.00125,1.804,0.5,8.74,1957.9,121102080200,10,-98.17315454,26.41708243,1.52576836,445448,11.99871,29.29545455,1377.212121,0.2399999946,52.22727273,2.272727273,15.90909091,0.0066928541,67.04247438,0,22525.43,0,47.12063217,3.208395796,0.02562421688,83040.87757,6.899621614
445543,2010390,0.0243,0.06,0,21.1,44.8,120.34125,1.391,0.2,5.33,1451.4,121102080900,10,-97.55969869,26.07194892,3.270037221,445543,117.1041,36.18356375,883.7066052,0.3498387037,54.24654378,4.224270353,64.66973886,1.403263747,50.56735103,8.186406,125431.9,0,10.29859543,8.957378447,0.04301933695,241159.8376,18.64755005
446976,2010504,0.0543,0,0.254,3,181.2,406.815,3.369,0.1,8.49,69.9,130100010204,12,-107.1836047,37.82884093,1.403463212,446976,843.6418,17.55234233,1079.873333,0.2540209158,145.5804076,0.917724896,0,12.31791636,0,0,0,0,0,0.3041458511,0,1.751175311,24.87093378
447477,2010398,0.12,0,0,21.6,8.72,36.915,0.619,1,10.36,58.4,130202020102,12,-106.8487173,36.0399431,1.17689229,447477,879.8621,15.27119337,1370.360773,0.2816596814,178.2273239,0,0,0.9717497774,61.26126126,0,0,0,0,0.1082096534,0,0.3199339186,14.53902778
447737,2010288,0.0507,0,0,0,3.4,12.68875,0.25,3.3,2.73,67,130201011004,12,-105.9171015,35.97483869,1.891420172,447737,25448.11,15.86467825,1566.753509,0.1485007177,123.9140196,0,0.0965520657,3.506963217,53.89035565,0,0,0,2.789176464,0.8301771578,0.3059333572,6378.512453,37.61445453
447742,2011114,0.0302,0,0,1,5.37,43.8075,0.281,1.2,2.72,196.1,130201020305,12,-106.6985518,36.69124978,3.511239322,447742,42428.42,25.51122351,2063.782136,0.3273445764,49.55886679,0.4691947752,0.4757702897,5.658461586,80.28335301,0,0,0,0.1567689478,0.265243201,0.0003022852214,68.78398474,1819.874501
447924,2010962,0.046,0,0,4.1,8.64,39.20875,0.713,1.3,7.53,236.3,130402040202,13,-103.8467894,29.68703249,2.172843512,447924,49.04268,29.17910448,0.4514925373,0.3395335856,16.03731343,0,0,0.180435583,0,0,0,0,0,0.06145569992,0,2.662279043,6.317325321
448036,2010269,0.031,0,0,0,2.21,15.76375,0.251,0.7,4.1,326.6,130600010804,12,-105.2437229,35.66728281,1.428210305,448036,30444.71,19.50441698,1616.853236,0.277592528,112.990213,0.3414452447,0.1016945144,1.162362533,59.80926431,0,0,0,0.1266508549,1.805655485,0.002263030405,7630.740105,203.2184944
448188,2010517,0.0252,0,0,41,12.93,13.58625,0.863,1.1,7.98,8873.4,130700010106,13,-103.9211564,31.93028667,4.421804473,448188,178212.9,20.35862378,2213.06285,0.2874831963,17.3608215,0.8906915712,0,0.1327868919,82.30769231,0,0,0,0.1628641188,0.4276173088,0.02032160363,15.67129749,4462.353389
449410,2010539,0.11,0,0,2,1.45,5.363,0.175,23.7,1.63,37.6,140100020504,12,-106.3229805,39.83299897,1.64563704,449410,2794.723,14.23122671,638.7118444,0.3100000024,162.4955933,0.28674528,0,18.85427363,51.6785351,0,0,0,0.1255086511,0.2374833794,0.02253708383,127.7083603,19.10054073
449552,2010565,0.0641,0,0,1,5.4,32.34125,0.559,1.2,6.72,57.4,140100051307,12,-108.066806,39.06309279,1.883463771,449552,37.09317,18.92009685,1805.184019,0.3000000119,150.8329298,0,0,8.380013939,27.91785279,0,0,0,4.376512051,0.3138873529,0.3715381993,183.3105396,8.997656656
449960,2010497,0.047,0,0,0,1.45,24.92625,0.363,3.5,5.88,48.1,140200050106,12,-107.9111734,39.03639171,1.43396044,449960,172.4339,18.88511749,747.3577024,0.3006684107,164.2704961,0,0,13.86471911,44.26474993,0,0,0,1.060239434,0.4256977071,0.05221398987,574.8101874,4.08606259
450105,2011170,0.105,0,0,0,1.62,24.4375,0.258,9.5,2.29,75.8,140200050107,12,-108.0509377,38.99736051,1.217440077,450105,603.0488,18.63315907,1353.130993,0.2688550588,157.8917102,0,0,8.417114442,48.99817851,0,0,0,0.9431958199,0.1539084874,0.04473559772,39.78165426,15.05219387
450185,2010498,0.0371,0,0,0,10.49,38.655,0.415,1.8,5.68,84.5,140200030505,12,-106.8383821,38.1928715,1.168214582,450185,534.3401,18.26452265,1433.825897,0.3616181148,119.623674,0,0,3.331482464,76.06837607,0,0,0,2.426201344,0.07924196089,0.009065123936,0.3886141452,31.67076925
450443,2010554,0.0503,0,0,0,2.56,7.81,0.13,3.5,0.99,198.1,140300030102,12,-107.8849278,37.82439803,1.301182693,450443,3130.623,15.34389219,549.5974786,0.2732951667,162.2150993,1.018587788,0,16.42210586,0,0,0,0,0,0.2138394064,0,133.8884205,52.61645209
450479,2011484,0.168,0,0,0,13.26,36.9,0.315,1.5,7.58,105.5,140401070202,14,-110.3865928,40.96250325,1.455743987,450479,367.8267,17.4244868,1149.933529,0.2700000107,161.9586999,0,0,15.44168582,100,0,0,0,0,0.1926740267,0,0,8.620787892
450615,2011020,0.0158,0,0,0,109.03,142.31125,2.058,1.2,13.45,265.1,140401060905,12,-109.1836635,40.72443203,1.917312721,450615,7557.755,21.24328931,1765.664358,0.3901112015,78.5064127,0.9536622535,0.0119058958,2.976149141,100,0,0,0,0.004054419231,0.07684451876,0.001638232061,0.002742461669,44.49427245
450816,2010823,0.0065,0,0,0,4.97,98.42375,0.566,0.6,3.73,75.9,140401040112,14,-109.4346458,42.27127346,3.142263216,450816,86422.07,18.21863867,2008.079034,0.2669555664,43.73218044,0.4539428671,0.0070814671,0.9974133944,66.66666667,0,0,0,0,0,0,0,868.4095616
450977,2010647,0.0373,0,0,0,0.58,0.89875,0.14,10.9,1.3,18,140401020103,14,-109.8037195,42.95348373,2.485227023,450977,9257.727,14.72546315,1200.837558,0.1702083829,139.7763775,0.0836274882,0,13.18644219,18.85007278,0,0,0,0.7190729976,0.01100998069,0.01382709571,8.210130969,2044.133946
451499,2011374,0.149,0,0,0,6.91,9.66,0.18,2.9,2,14.2,140401060207,14,-110.1306957,40.83160184,1.118630619,451499,127.5423,15.37359551,399.6271067,0.2695505725,135.238764,0,0,12.85417987,100,0,0,0,0,0.07403001249,0,1.6e-05,9.499486572
451697,2010500,0.124,0,0,0,1.36,7.235,0.204,3.4,1.96,16.1,140401060501,12,-110.0189217,40.83082455,1.212976578,451697,123.7626,16.32104121,739.384671,0.2700000107,139.9906001,0,0,13.75517618,100,0,0,0,0,0.04509412381,0,0,9.728992992
451740,2010777,0.175,0,0,0,1.01,7.40875,0.109,8,1.21,9.1,140401020102,11,-109.7327411,43.10519517,1.538787334,451740,458.7521,14.67809561,809.9233934,0.1199999973,146.8757837,0,0,25.34769786,25.42905154,0,0,0,10.6125679,0.3835486186,0.2120279387,1430.90792,6.656326136
451767,2010824,0.0413,0,0,0,0.76,7.67,0.125,7.7,0.56,15.6,140401020301,14,-109.585843,43.06903351,1.462392488,451767,879.1976,13.70228536,1041.151225,0.1199999973,138.3066708,0,0,26.74027412,40.57277827,0,0,0,5.176477909,0.3174363872,0.1049198971,1060.252281,6.626031181
451862,2010523,0.116,0,0,0,1.14,36.09625,0.651,4.95,1.86,79,140500050101,12,-107.2310572,39.9857486,1.712137237,451862,4727.121,16.62428498,580.1952708,0.2715081851,160.627059,0,0,16.84037449,0,0,0,0,0,0.0433576136,0,3.37081353,131.3450366
452898,2011102,0.0847,0,0,0,3.19,15.45875,0.294,3.91,3.74,150,140600040401,12,-111.0583718,40.34036619,2.17044547,452898,12101.46,22.07247768,1531.610231,0.2599999905,149.1795982,2.569996132,0,11.42433584,100,0,0,0,0,0.06428800789,0,0.04970871215,117.4006024
452903,2011116,0.0383,0,0,0,2.59,11.38875,0.17,3.1,2.38,281.4,140600070201,12,-111.2926102,39.70772819,1.816325354,452903,3296.225,25.57953925,1555.371875,0.3716327291,153.2167813,5.211459754,0,14.37149385,100,0,0,0,0,0.08871988428,0,34.12867817,27.56227801
452982,2010876,0.0953,0,0,0,1.5,10.30875,0.359,10.2,3.64,124.7,140700030102,12,-111.7098594,38.54809237,2.028562088,452982,4081.502,18.53331831,1782.794143,0.3429424466,168.5558459,3.358751708,0,2.325714014,78.72340426,0,0,0,0,0.2792827937,0,12.48849755,1044.711719
453050,2011100,0.0498,0,0,0,1.87,30.70125,0.201,23.7,1.54,92.6,140700030305,12,-111.4930545,38.2027195,1.727519944,453050,80.21447,16.60670391,1284.860335,0.3700000048,203.4469274,0.4469273743,0,2.283081216,18.34271923,0,0,0,0.3269290626,0.4852932319,0.1401182139,220.895996,8.457387937
453117,2010463,0.0533,0,0,1,2.61,64.105,0.306,4.5,1.62,70.8,140700030406,12,-111.3742276,38.07103386,1.868261382,453117,834.9544,18.07622642,1471.506415,0.3473358529,181.5430728,1.800539084,0,3.101437142,62.88252715,0,0,0,0.0324171111,0.05858334178,0.01836371766,3.186254772,8.575628523
453155,2010555,0.0614,0,0,0,8.64,31.5025,0.628,1.7,8.22,321.5,140802020101,12,-108.4057818,37.41688413,2.490256226,453155,396.1289,27.68991539,1546.44386,0.2980254447,44.01600732,0.9770506703,0,5.773233972,66.39501438,0,80.24456661,0,4.86205864,1.210148695,0.09939482939,2055.593815,62.14261117
453352,2010524,0.0432,0,0,8.6,1.2,7.4825,0.235,23.7,1.12,26.8,140801040701,12,-107.5965349,37.54119685,1.545900083,453352,1220.772,14.09043337,140.7720371,0.2781780584,157.6034051,0,0,18.42885304,0,0,0,0,0,0,0,1.521545371,16.22902715
453551,2010495,0.0405,0,0,1,0.34,13.85625,0.233,4.4,2.72,219.6,140801030611,12,-107.6856134,36.68846976,2.242249142,453551,833.7998,17.55081896,3264.546589,0.2399999946,24.8631088,0.518246599,0,1.350967762,0,0,0,0,0.1338090003,0.4162883951,0.02029947951,5.756711005,21.99019369
453698,2010191,0.0143,0,0,6.3,1.26,17.75,0.61,23.7,6.64,762.3,150100110511,14,-115.1171498,38.39840884,1.992670989,453698,36788.23,16.31232198,10875.47129,0.4138780593,4.087167076,0.1225676079,0.3483757957,0.0563141267,66.66666667,0,0,0,0.008345136419,0.187402656,0.002614041161,0.3555299775,75.07034059
453764,2010898,0.0722,0.03,0.149,0,145.07,518.85125,4.625,0.3,8.74,135,150100040501,12,-112.1540635,35.28495991,2.106662327,453764,2381.124,26.89798232,1639.774314,0.3384194713,69.25576211,7.339830765,0,3.077301871,0,0,0,0,0,0.6991579876,0,125.0933546,28.57223228
453773,2010204,0.03,0,0,0,2.47,36.98625,0.629,23.7,6.46,642.1,150100130402,14,-114.2681379,37.90775284,2.271295027,453773,12519.72,17.30833327,2454.845607,0.3602982885,49.2008728,0.5622137707,1.811018527,0,40.625,0,0,0,0.5097873807,0.1471441048,0.0127725272,101.1239628,23.84607074
453819,2011502,0.12,0,0,0,4.78,13.795,0.284,3.1,7.56,23.9,150200080306,12,-111.0024495,34.40435206,2.910913964,453819,532.2038,21.79799183,1365.771103,0.233119083,191.4480939,6.49526387,0,5.261996441,0,0,0,0,0,0.4410803042,0,0,21.76339167
453856,2010426,0.0259,0.03,0.146,1,7.86,161.06,0.67,0.4,5.3,368.3,150200010409,12,-109.3630838,34.36064106,3.179262625,453856,114251,22.72349827,1911.072191,0.2954653842,45.75624645,1.580419591,0,0.1242030592,0,0,0,0,0,0.4722856333,0,226.8142941,531.6934017
454039,2011471,0.0696,0,0.173,0,121.09,396.5525,1.538,1,9.15,122.8,150200150303,12,-111.4032213,35.01978701,1.503323473,454039,3176.961,35.82951639,1379.054271,0.3349589291,60.19034495,0.3116147309,0,2.302934992,0,0,0,0,0,0.2545702121,0,0,81.44908387
454077,2010973,0.0221,0,0,0,1.28,7.1725,0.369,3.8,4.24,1104.5,150301041107,13,-114.713645,33.40639543,4.401703115,454077,247.1795,27.67127381,15820.35973,0.3899999857,23.29585357,0.1466813348,48.29482948,0,32.79823733,0,0,0,26.4116497,0.5358953568,0.3077990242,74.28633484,54.5913343
